Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QV","Value of Agricultural Production","788","Tunisia","57","Gross Production Value (current thousand US$)","01450","Olives","2003","2003","1000 USD","499822","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","57","Gross Production Value (current thousand US$)","01450","Olives","2004","2004","1000 USD","271384","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","57","Gross Production Value (current thousand US$)","01450","Olives","2005","2005","1000 USD","420831","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","57","Gross Production Value (current thousand US$)","01450","Olives","2006","2006","1000 USD","814425","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","57","Gross Production Value (current thousand US$)","01450","Olives","2007","2007","1000 USD","443951","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","57","Gross Production Value (current thousand US$)","01450","Olives","2008","2008","1000 USD","685523","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","57","Gross Production Value (current thousand US$)","01450","Olives","2009","2009","1000 USD","325860","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","57","Gross Production Value (current thousand US$)","01450","Olives","2010","2010","1000 USD","396430","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","57","Gross Production Value (current thousand US$)","01450","Olives","2011","2011","1000 USD","275454","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","57","Gross Production Value (current thousand US$)","01450","Olives","2012","2012","1000 USD","406930","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","57","Gross Production Value (current thousand US$)","01450","Olives","2013","2013","1000 USD","541652","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","57","Gross Production Value (current thousand US$)","01450","Olives","2014","2014","1000 USD","221479","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","57","Gross Production Value (current thousand US$)","01450","Olives","2015","2015","1000 USD","849296","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","57","Gross Production Value (current thousand US$)","01450","Olives","2016","2016","1000 USD","364985","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","57","Gross Production Value (current thousand US$)","01450","Olives","2017","2017","1000 USD","260195","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","57","Gross Production Value (current thousand US$)","01450","Olives","2018","2018","1000 USD","977458","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","57","Gross Production Value (current thousand US$)","01450","Olives","2019","2019","1000 USD","333966","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","57","Gross Production Value (current thousand US$)","01450","Olives","2020","2020","1000 USD","782262","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","57","Gross Production Value (current thousand US$)","01450","Olives","2021","2021","1000 USD","388267","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","57","Gross Production Value (current thousand US$)","01450","Olives","2022","2022","1000 USD","631009","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","57","Gross Production Value (current thousand US$)","01450","Olives","2023","2023","1000 USD","578337","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","57","Gross Production Value (current thousand US$)","01450","Olives","2024","2024","1000 USD","591522","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","58","Gross Production Value (constant 2014-2016 thousand US$)","01450","Olives","1961","1961","1000 USD","101432","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","58","Gross Production Value (constant 2014-2016 thousand US$)","01450","Olives","1962","1962","1000 USD","120753","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","58","Gross Production Value (constant 2014-2016 thousand US$)","01450","Olives","1963","1963","1000 USD","240432","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","58","Gross Production Value (constant 2014-2016 thousand US$)","01450","Olives","1964","1964","1000 USD","241505","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","58","Gross Production Value (constant 2014-2016 thousand US$)","01450","Olives","1965","1965","1000 USD","148874","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","58","Gross Production Value (constant 2014-2016 thousand US$)","01450","Olives","1966","1966","1000 USD","52272","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","58","Gross Production Value (constant 2014-2016 thousand US$)","01450","Olives","1967","1967","1000 USD","147640","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","58","Gross Production Value (constant 2014-2016 thousand US$)","01450","Olives","1968","1968","1000 USD","150216","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","58","Gross Production Value (constant 2014-2016 thousand US$)","01450","Olives","1969","1969","1000 USD","69741","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","58","Gross Production Value (constant 2014-2016 thousand US$)","01450","Olives","1970","1970","1000 USD","243974","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","58","Gross Production Value (constant 2014-2016 thousand US$)","01450","Olives","1971","1971","1000 USD","451883","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","58","Gross Production Value (constant 2014-2016 thousand US$)","01450","Olives","1972","1972","1000 USD","192131","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","58","Gross Production Value (constant 2014-2016 thousand US$)","01450","Olives","1973","1973","1000 USD","352705","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","58","Gross Production Value (constant 2014-2016 thousand US$)","01450","Olives","1974","1974","1000 USD","318894","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","58","Gross Production Value (constant 2014-2016 thousand US$)","01450","Olives","1975","1975","1000 USD","469701","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","58","Gross Production Value (constant 2014-2016 thousand US$)","01450","Olives","1976","1976","1000 USD","233562","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","58","Gross Production Value (constant 2014-2016 thousand US$)","01450","Olives","1977","1977","1000 USD","339717","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","58","Gross Production Value (constant 2014-2016 thousand US$)","01450","Olives","1978","1978","1000 USD","220038","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","58","Gross Production Value (constant 2014-2016 thousand US$)","01450","Olives","1979","1979","1000 USD","234528","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","58","Gross Production Value (constant 2014-2016 thousand US$)","01450","Olives","1980","1980","1000 USD","389092","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","58","Gross Production Value (constant 2014-2016 thousand US$)","01450","Olives","1981","1981","1000 USD","214671","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","58","Gross Production Value (constant 2014-2016 thousand US$)","01450","Olives","1982","1982","1000 USD","147586","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","58","Gross Production Value (constant 2014-2016 thousand US$)","01450","Olives","1983","1983","1000 USD","402508","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","58","Gross Production Value (constant 2014-2016 thousand US$)","01450","Olives","1984","1984","1000 USD","254922","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","58","Gross Production Value (constant 2014-2016 thousand US$)","01450","Olives","1985","1985","1000 USD","281756","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","58","Gross Production Value (constant 2014-2016 thousand US$)","01450","Olives","1986","1986","1000 USD","305906","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","58","Gross Production Value (constant 2014-2016 thousand US$)","01450","Olives","1987","1987","1000 USD","268339","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","58","Gross Production Value (constant 2014-2016 thousand US$)","01450","Olives","1988","1988","1000 USD","144903","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","58","Gross Production Value (constant 2014-2016 thousand US$)","01450","Olives","1989","1989","1000 USD","348841","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","58","Gross Production Value (constant 2014-2016 thousand US$)","01450","Olives","1990","1990","1000 USD","442759","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","58","Gross Production Value (constant 2014-2016 thousand US$)","01450","Olives","1991","1991","1000 USD","711098","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","58","Gross Production Value (constant 2014-2016 thousand US$)","01450","Olives","1992","1992","1000 USD","362258","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","58","Gross Production Value (constant 2014-2016 thousand US$)","01450","Olives","1993","1993","1000 USD","563512","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","58","Gross Production Value (constant 2014-2016 thousand US$)","01450","Olives","1994","1994","1000 USD","187837","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","58","Gross Production Value (constant 2014-2016 thousand US$)","01450","Olives","1995","1995","1000 USD","161003","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","58","Gross Production Value (constant 2014-2016 thousand US$)","01450","Olives","1996","1996","1000 USD","831851","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","58","Gross Production Value (constant 2014-2016 thousand US$)","01450","Olives","1997","1997","1000 USD","268339","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","58","Gross Production Value (constant 2014-2016 thousand US$)","01450","Olives","1998","1998","1000 USD","509844","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","58","Gross Production Value (constant 2014-2016 thousand US$)","01450","Olives","1999","1999","1000 USD","603763","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","58","Gross Production Value (constant 2014-2016 thousand US$)","01450","Olives","2000","2000","1000 USD","295173","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","58","Gross Production Value (constant 2014-2016 thousand US$)","01450","Olives","2001","2001","1000 USD","80502","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","58","Gross Production Value (constant 2014-2016 thousand US$)","01450","Olives","2002","2002","1000 USD","187837","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","58","Gross Production Value (constant 2014-2016 thousand US$)","01450","Olives","2003","2003","1000 USD","751349","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","58","Gross Production Value (constant 2014-2016 thousand US$)","01450","Olives","2004","2004","1000 USD","348841","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","58","Gross Production Value (constant 2014-2016 thousand US$)","01450","Olives","2005","2005","1000 USD","563512","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","58","Gross Production Value (constant 2014-2016 thousand US$)","01450","Olives","2006","2006","1000 USD","653674","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","58","Gross Production Value (constant 2014-2016 thousand US$)","01450","Olives","2007","2007","1000 USD","535605","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","58","Gross Production Value (constant 2014-2016 thousand US$)","01450","Olives","2008","2008","1000 USD","634890","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","58","Gross Production Value (constant 2014-2016 thousand US$)","01450","Olives","2009","2009","1000 USD","429342","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","58","Gross Production Value (constant 2014-2016 thousand US$)","01450","Olives","2010","2010","1000 USD","468520","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","58","Gross Production Value (constant 2014-2016 thousand US$)","01450","Olives","2011","2011","1000 USD","301613","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","58","Gross Production Value (constant 2014-2016 thousand US$)","01450","Olives","2012","2012","1000 USD","516821","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","58","Gross Production Value (constant 2014-2016 thousand US$)","01450","Olives","2013","2013","1000 USD","590346","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","58","Gross Production Value (constant 2014-2016 thousand US$)","01450","Olives","2014","2014","1000 USD","201791","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","58","Gross Production Value (constant 2014-2016 thousand US$)","01450","Olives","2015","2015","1000 USD","912353","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","58","Gross Production Value (constant 2014-2016 thousand US$)","01450","Olives","2016","2016","1000 USD","375675","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","58","Gross Production Value (constant 2014-2016 thousand US$)","01450","Olives","2017","2017","1000 USD","268339","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","58","Gross Production Value (constant 2014-2016 thousand US$)","01450","Olives","2018","2018","1000 USD","867808","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","58","Gross Production Value (constant 2014-2016 thousand US$)","01450","Olives","2019","2019","1000 USD","375675","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","58","Gross Production Value (constant 2014-2016 thousand US$)","01450","Olives","2020","2020","1000 USD","1073356","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","58","Gross Production Value (constant 2014-2016 thousand US$)","01450","Olives","2021","2021","1000 USD","375675","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","58","Gross Production Value (constant 2014-2016 thousand US$)","01450","Olives","2022","2022","1000 USD","644014","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","58","Gross Production Value (constant 2014-2016 thousand US$)","01450","Olives","2023","2023","1000 USD","586837","E","Estimated value"
"QV","Value of Agricultural Production","788","Tunisia","58","Gross Production Value (constant 2014-2016 thousand US$)","01450","Olives","2024","2024","1000 USD","566854","E","Estimated value"
